,Airbag,Allestimento,Assetto,Carrozzeria,Cilindrata,Classe emissioni,Climatizzazione,Colore,Colore Interni,Comfort,Consumo carburante (extraurbano),Consumo carburante misto,DataLink,Design Interni,Emissioni CO2 combinate,Guida all'acquisto,Id,In grado di viaggiare,Km,Luci,Marca,Metallizzato,Modello,Multimedia,Numero di porte,Posti,Programmi Usato Garantito,Proprietari precedenti,Scadenza Revisione,Sicurezza,Tipo veicolo,Tipologia,Title,Trasporto,Varie,drivetrain,engineCV,engineKW,fuelType,immatriculationMonth,immatriculationYear,price
19,Airbag anteriori e laterali e di altro tipo,-,['Cerchi in lega'],Berlina,1991 cm³,,Climatizzatore automatico,Argento,,,,,/bareggio-mercedes-benz-180-cdi-elegance-cambio-automat-navi-5p/131372357,,,Mercedes-Benz Classe A ,131372357,Sì,185000.0,,MERCEDES BENZ,Sì,Classe A,,4 o 5 porte,5 posti,,,,,,Usato,MERCEDES-BENZ A 180 CDI Elegance Cambio Automat. Navi 5p,,,automatico,108.0,80.0,Diesel,Dicembre,2010.0,5000
0,,-,,Berlina,1396 cm³,Euro 6,,Bianco,Nero,"['Alzacristalli elettrico', 'Antifurto immobilizer']",3.70 l/100 km,4.20 l/100 km,/rho-hyundai-i30-classic-1-4-diesel-90cv/130495176,,109 g/Km,,130495176,Sì,99028.0,['Fendinebbia'],HYUNDAI,,i30,['Computer di bordo'],4 o 5 porte,5 posti,,1,,"['ABS', 'ESP', 'Servosterzo']",,Usato,Hyundai i30 Classic 1.4 Diesel 90cv ,,"['Garanzia', 'Libretto manutenzioni']",manuale,89.0,66.0,Diesel,Settembre,2016.0,9600
1,Airbag anteriori e laterali e di altro tipo,-,['Cerchi in lega'],Monovolume,,Euro 4,Climatizzatore automatico,Blu,,,,,/milano-lancia-phedra-2-0-jtd-emblema/130302063,,,,130302063,Sì,180000.0,,LANCIA,Sì,Phedra,,4 o 5 porte,,,1,,,,Usato,Lancia Phedra 2.0 Jtd Emblema,,,manuale,135.0,100.0,Diesel,Ottobre,2006.0,2900
2,Airbag anteriori e laterali e di altro tipo,-,['Cerchi in lega'],Berlina,4 cm³,Euro 5,Climatizzatore automatico,Grigio,,,4.7 l/100 km,5.5 l/100 km,/milano-volkswagen-golf-2-0-tdi-140cv-dpf-5p-highline/126454875,,,Volkswagen Golf ,126454875,Sì,168000.0,,VOLKSWAGEN,,Golf,,2 o 3 porte,5 posti,,,,,,Usato,Volkswagen Golf 2.0 Tdi 140cv Dpf 5p. Highline,,,manuale,140.0,103.0,Diesel,Dicembre,2009.0,5800
3,Airbag anteriori e laterali e di altro tipo,GLC 250 d 4Matic Exclusive,['Cerchi in lega'],Altro,2143 cm³,Euro 6,Climatizzatore automatico,Bianco,Nero,,4.7 l/100 km,5.0 l/100 km,/milano-mercedes-benz-glc-250-d-4matic-exclusive-doppio-tetto/131297885,Pelle integrale,129.0 g/Km,,131297885,Sì,14344.0,,MERCEDES BENZ,,Classe GLC,,4 o 5 porte,5 posti,,1,,,,Usato,MERCEDES-BENZ GLC 250 d 4Matic Exclusive - Doppio tetto - Comand,,,automatico,203.0,150.0,Diesel,Agosto,2017.0,41900
4,Airbag anteriori e laterali e di altro tipo,-,,Monovolume,1598 cm³,Euro 5,Climatizzatore manuale,Bianco,,['Alzacristalli elettrico'],4.6 l/100 km,5.2 l/100 km,/buccinasco-opel-combo-1-6-cdti-105cv-ecoflex-pl-tn-van-blitz-s-s-1000/128242042,,137.0 g/Km,,128242042,Sì,84000.0,,OPEL,,Combo,['Lettore CD'],4 o 5 porte,2 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,OPEL Combo 1.6 CDTI 105CV EcoFLEX PL-TN Van Blitz S&S (1000),,['Filtro antiparticolato'],manuale,104.0,77.0,Diesel,Dicembre,2015.0,7200
5,Airbag anteriori e laterali e di altro tipo,A3 SPB 2.0 TDI 150CV cl.d. Attraction,['Cerchi in lega'],Berlina,1968 cm³,Euro 6,Climatizzatore manuale,Nero,Nero,,3.6 l/100 km,4.1 l/100 km,/boffalora-sopra-ticino-audi-a3-spb-2-0-tdi-150-cv-clean-diesel-attraction/129107810,Stoffa,108.0 g/Km,Audi A3 ,129107810,Sì,48000.0,,AUDI,,A3,,4 o 5 porte,5 posti,,,,,,Usato,AUDI A3 SPB 2.0 TDI 150 CV clean diesel Attraction,,,manuale,149.0,110.0,Diesel,Giugno,2015.0,17900
6,Airbag anteriori e laterali e di altro tipo,-,['Sedili sportivi'],Berlina,4200 cm³,,Climatizzatore manuale,Grigio,Beige,"['Alzacristalli elettrico', 'Antifurto immobilizer', 'Sedili riscaldati', 'Sensori di pioggia', 'Specchietto laterale elettrico', 'Tettuccio apribile']",,,/milano-maserati-quattroporte/131425127,Pelle integrale,,,131425127,Sì,73000.0,['Fari xenon'],MASERATI,Sì,Quattroporte,,4 o 5 porte,5 posti,,,,,,Usato,MASERATI Quattroporte ,,,automatico,399.0,294.0,Benzina,Giugno,2007.0,27500
7,Airbag anteriori e laterali e di altro tipo,1.9 MJT Oro,,Monovolume,1910 cm³,Euro 4,Climatizzatore manuale,Grigio,,"['Alzacristalli elettrico', 'Chiusura centralizzata', 'Specchietto laterale elettrico']",4.7 l/100 km,5.5 l/100 km,/milano-lancia-musa-1-9-multijet-oro/131072822,,146.0 g/Km,,131072822,Sì,107000.0,,LANCIA,Sì,Musa,"['Bluetooth', 'Navigatore satellitare', 'Sintonizzatore/Radio']",4 o 5 porte,5 posti,,,,"['ABS', 'Servosterzo']",,Usato,LANCIA MUSA 1.9 Multijet Oro,,,manuale,100.0,74.0,Diesel,Giugno,2006.0,2800
8,Airbag conducente,-,['Cerchi in lega'],SUV / Fuoristrada / Pickup,1995 cm³,,Climatizzatore automatico,Nero,,," 6,7  l/100 km"," 5,6  l/100 km",/milano-bmw-x3-xdrive20d-futura/129919396,, 149 g/km g/Km,,129919396,Sì,179000.0,,BMW,,X3,,4 o 5 porte,5 posti,,,,,,Usato,BMW X3 xDrive20d Futura AUTOMATICO,,,automatico,183.0,135.0,Diesel,Ottobre,2008.0,10500
9,Airbag anteriori e laterali e di altro tipo,XC60 D3 AWD Kinetic,['Cerchi in lega'],Altro,2400 cm³,Euro 5,Climatizzatore manuale,Grigio,Grigio,,5.1 l/100 km,5.7 l/100 km,/milano-volvo-xc60-d3-2-4-163cv-awd-kinetic/131543100,Stoffa,149.0 g/Km,Volvo XC60 ,131543100,Sì,76144.0,,VOLVO,Sì,XC60,,4 o 5 porte,5 posti,,,,,,Usato,VOLVO XC60 D3 2.4 163cv AWD Kinetic,,,automatico,163.0,120.0,Diesel,Giugno,2011.0,12900
10,Airbag anteriori e laterali e di altro tipo,Clio dCi 8V 75 CV S&S 5p. Energy Zen,,Altro,1461 cm³,Euro 6,Climatizzatore manuale,Grigio,,"['Alzacristalli elettrico', 'Chiusura centralizzata', 'Cruise control']",3.1 l/100 km,3.3 l/100 km,/baranzate-renault-clio-dci-8v-110cv-start-stop-5-porte-energy-intens/130544944,,85.0 g/Km,,130544944,Sì,30466.0,['Fendinebbia'],RENAULT,,Clio,['Sintonizzatore/Radio'],4 o 5 porte,5 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,RENAULT Clio dCi 8V 75CV Start&Stop 5 porte Energy Zen,,"['Filtro antiparticolato', 'Garanzia']",manuale,74.0,55.0,Diesel,Novembre,2017.0,10900
11,Airbag anteriori e laterali e di altro tipo,Clio dCi 8V 75 CV S&S 5p. Energy Zen,,Altro,1461 cm³,Euro 6,Climatizzatore manuale,Rosso,,"['Alzacristalli elettrico', 'Chiusura centralizzata', 'Cruise control']",3.1 l/100 km,3.3 l/100 km,/baranzate-renault-clio-dci-8v-110cv-start-stop-5-porte-energy-intens/130544962,,85.0 g/Km,,130544962,Sì,27479.0,['Fendinebbia'],RENAULT,,Clio,['Sintonizzatore/Radio'],4 o 5 porte,5 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,RENAULT Clio dCi 8V 75CV Start&Stop 5 porte Energy Zen,,"['Filtro antiparticolato', 'Garanzia']",manuale,74.0,55.0,Diesel,Novembre,2017.0,10900
12,Airbag conducente,-,,SUV / Fuoristrada / Pickup,1997 cm³,Euro 5,Climatizzatore manuale,Bianco,Altro,,,,/milano-ford-kuga-kuga-2-0-tdci-city-2wd-140cv/126322721,Altro,,,126322721,Sì,83155.0,,FORD,Sì,Kuga,['Sintonizzatore/Radio'],4 o 5 porte,5 posti,,1,,,,Usato,Ford Kuga kuga 2.0 tdci City 2wd 140cv,,['Garanzia'],manuale,138.0,102.0,Diesel,Marzo,2013.0,12500
13,Airbag anteriori e laterali e di altro tipo,Clio dCi 8V 75 CV S&S 5p. Energy Zen,,Altro,1461 cm³,Euro 6,Climatizzatore manuale,Rosso,,"['Alzacristalli elettrico', 'Chiusura centralizzata', 'Cruise control']",3.1 l/100 km,3.3 l/100 km,/baranzate-renault-clio-dci-8v-110cv-start-stop-5-porte-energy-intens/130544959,,85.0 g/Km,,130544959,Sì,31403.0,['Fendinebbia'],RENAULT,,Clio,['Sintonizzatore/Radio'],4 o 5 porte,5 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,RENAULT Clio dCi 8V 75CV Start&Stop 5 porte Energy Zen,,"['Filtro antiparticolato', 'Garanzia']",manuale,74.0,55.0,Diesel,Novembre,2017.0,10900
14,Airbag anteriori e laterali,-,['Cerchi in lega'],Berlina,2987 cm³,Euro 6,Climatizzatore automatico,Nero,Marrone,,5.0 l/100 km,5.9 l/100 km,/milano-maserati-ghibli-3-0-diesel/130885669,Pelle integrale,158 g/Km,,130885669,Sì,80000.0,,MASERATI,Sì,Ghibli,,4 o 5 porte,5 posti,,1,,,,Usato,Maserati Ghibli 3.0 Diesel,,,automatico,250.0,184.0,Diesel,Settembre,2014.0,35800
15,Airbag anteriori e laterali e di altro tipo,-,['Cerchi in lega'],Berlina,1998 cm³,Euro 6,Climatizzatore automatico,Bianco,Marrone,,5.0 l/100 km,6.1 l/100 km,/milano-bmw-420-ia-xdrive-gran-coupe-sport-navi-pelle-led-pdc/130811971,Pelle integrale,137.0 g/Km,,130811971,Sì,25800.0,,BMW,Sì,Serie 4,,4 o 5 porte,5 posti,,1,,,,Usato,BMW 420 iA xDrive Gran Coupè Sport *NAVI+PELLE+LED+PDC*,,,automatico,183.0,135.0,Benzina,Febbraio,2018.0,35900
16,Airbag anteriori e laterali e di altro tipo,-,['Cerchi in lega'],Station Wagon,1995 cm³,Euro 6,Climatizzatore manuale,Nero,,,,,/milano-mini-clubman-2-0-cooper-d-business-automatica/127478208,,,,127478208,Sì,11000.0,,MINI,,Mini Clubman,,4 o 5 porte,5 posti,,,,,,Usato,MINI Clubman 2.0 Cooper D Business Automatica,,,automatico,149.0,110.0,Diesel,Settembre,2016.0,19900
17,,Mini Cooper D Business Clubman Aut.,['Cerchi in lega'],Station Wagon,1995 cm³,,,,,,3.8 l/100 km,4.1 l/100 km,/san-donato-milanese-mini-mini-clubman-mini-2-0/131035392,Altro,109.0 g/Km,,131035392,Sì,13119.0,,MINI,,Mini Clubman,,4 o 5 porte,5 posti,MINI NEXT,1,,,,Usato,MINI Mini Clubman Mini 2.0,,,automatico,149.0,110.0,Diesel,Settembre,2017.0,19800
18,,Mini Cooper D Business Clubman Aut.,['Cerchi in lega'],Station Wagon,1995 cm³,,,,,,3.8 l/100 km,4.1 l/100 km,/milano-mini-mini-clubman-mini-2-0/131039172,Altro,109.0 g/Km,,131039172,Sì,13119.0,,MINI,,Mini Clubman,,4 o 5 porte,5 posti,,1,,,,Usato,MINI Mini Clubman Mini 2.0,,,automatico,149.0,110.0,Diesel,Settembre,2017.0,19800
19,Airbag anteriori e laterali e di altro tipo,320d Touring Business aut.,['Cerchi in lega'],Station Wagon,1995 cm³,Euro 5,Climatizzatore automatico,Grigio,,,4.1 l/100 km,4.7 l/100 km,/senago-bmw-320-d-touring-business-aut/130932952,,124.0 g/Km,,130932952,Sì,154000.0,,BMW,,Serie 3,,4 o 5 porte,5 posti,,,,,,Usato,BMW 320 d Touring Business aut.,,,automatico,183.0,135.0,Diesel,Agosto,2013.0,12000
0,Airbag anteriori e laterali e di altro tipo,Clio dCi 8V 75 CV S&S 5p. Energy Zen,,Altro,1461 cm³,Euro 6,Climatizzatore manuale,Grigio,,"['Alzacristalli elettrico', 'Chiusura centralizzata', 'Cruise control']",3.1 l/100 km,3.3 l/100 km,/baranzate-renault-clio-dci-8v-110cv-start-stop-5-porte-energy-intens/130544947,,85.0 g/Km,,130544947,Sì,30751.0,['Fendinebbia'],RENAULT,,Clio,['Sintonizzatore/Radio'],4 o 5 porte,5 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,RENAULT Clio dCi 8V 75CV Start&Stop 5 porte Energy Zen,,"['Filtro antiparticolato', 'Garanzia']",manuale,74.0,55.0,Diesel,Novembre,2017.0,10900
1,Airbag anteriori e laterali e di altro tipo,308 1.6 HDi 110 CV SW Premium,,Station Wagon,1560 cm³,Euro 4,Climatizzatore manuale,Grigio,Nero,"['Alzacristalli elettrico', 'Chiusura centralizzata']",4.0 l/100 km,4.8 l/100 km,/milano-peugeot-308-1-6-hdi-110cv-sw/123018348,Stoffa,125.0 g/Km,,123018348,Sì,111532.0,['Luci diurne'],PEUGEOT,Sì,308,['Sintonizzatore/Radio'],4 o 5 porte,5 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,PEUGEOT 308 1.6 HDi 110CV SW,,"['Filtro antiparticolato', 'Garanzia']",manuale,108.0,80.0,Diesel,Giugno,2010.0,4500
2,Airbag anteriori e laterali,1.9 TDI Comfortline,['Cerchi in lega'],Station Wagon,1896 cm³,Euro 4,Climatizzatore automatico,Argento,Grigio,,4.6 l/100 km,5.4 l/100 km,/milano-volkswagen-golf-plus-1-9-tdi-comfortline/131331847,Stoffa,146 g/Km,,131331847,Sì,137000.0,,VOLKSWAGEN,,Sharan,,4 o 5 porte,5 posti,,1,,,,Usato,Volkswagen Golf Plus 1.9 TDI Comfortline,,,manuale,104.0,77.0,Diesel,Gennaio,2006.0,3900
3,Airbag anteriori e laterali e di altro tipo,Clio dCi 8V 75 CV S&S 5p. Energy Zen,,Altro,1461 cm³,Euro 6,Climatizzatore manuale,Bianco,,"['Alzacristalli elettrico', 'Chiusura centralizzata', 'Cruise control']",3.1 l/100 km,3.3 l/100 km,/baranzate-renault-clio-dci-8v-110cv-start-stop-5-porte-energy-intens/130544939,,85.0 g/Km,,130544939,Sì,23265.0,['Fendinebbia'],RENAULT,,Clio,['Sintonizzatore/Radio'],4 o 5 porte,5 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,RENAULT Clio dCi 8V 75CV Start&Stop 5 porte Energy Zen,,"['Filtro antiparticolato', 'Garanzia']",manuale,74.0,55.0,Diesel,Febbraio,2018.0,11500
4,Airbag anteriori e laterali e di altro tipo,-,['Cerchi in lega'],Berlina,4 cm³,Euro 5,Climatizzatore manuale,Argento,,,4.0 l/100 km,4.4 l/100 km,/milano-alfa-romeo-mito-1-6-jtdm-2-s/130898205,,,,130898205,Sì,108000.0,,ALFA ROMEO,,MiTo,,2 o 3 porte,4 posti,,,,,,Usato,Alfa Romeo Mito 1.6 Jtdm-2 S,,,manuale,119.0,88.0,Diesel,Giugno,2010.0,5200
5,Airbag anteriori e laterali,-,['Pacchetto sport'],Berlina,1368 cm³,Euro 6,Climatizzatore manuale,Bianco,,,5.4 l/100 km,6.5 l/100 km,/milano-abarth-500-1-4-turbo-basis/131427328,,150 g/Km,,131427328,Sì,99000.0,,ABARTH,,500,,2 o 3 porte,4 posti,,1,,"['ABS', 'ESP', 'Servosterzo']",,Usato,Abarth 500 1.4 Turbo Basis,,,automatico,140.0,103.0,Benzina,Giugno,2013.0,9499
6,Airbag anteriori e laterali,-,['Cerchi in lega'],Station Wagon,1995 cm³,,Climatizzatore automatico,Blu,,,4.2 l/100 km,5.1 l/100 km,/milano-bmw-320-serie-3-aut-touring-modern/122934844,Pelle integrale,133 g/Km,,122934844,Sì,120000.0,,BMW,Sì,Serie 3,,4 o 5 porte,5 posti,,,,,,Usato,BMW 320 Serie 3 aut.Touring Modern,,,automatico,183.0,135.0,Diesel,Gennaio,2014.0,16400
7,Airbag anteriori e laterali e di altro tipo,Ghibli 3.0 S Q4,['Cerchi in lega'],Berlina,2979 cm³,Euro 5,Climatizzatore automatico,Bianco,Nero,,7.6 l/100 km,10.5 l/100 km,/milano-maserati-ghibli-3-0-s-q4/128219976,Pelle integrale,246.0 g/Km,,128219976,Sì,27900.0,,MASERATI,Sì,Ghibli,,4 o 5 porte,5 posti,,1,,,,Usato,MASERATI Ghibli 3.0 S Q4,,,automatico,410.0,302.0,Benzina,Dicembre,2013.0,44000
8,Airbag anteriori e laterali e di altro tipo,C 220 BlueTEC S.W. Automatic Business,,Station Wagon,2143 cm³,Euro 6,Climatizzatore automatico,Grigio,Grigio,"['Alzacristalli elettrico', 'Antifurto immobilizer', 'Chiusura centralizzata', 'Cruise control', 'Regolazione elettrica del sedile', 'Sensori di pioggia', 'Sistema Start & Stop', 'Specchietto laterale elettrico']",3.8 l/100 km,4.4 l/100 km,/trezzano-sul-naviglio-mercedes-benz-c-220-bluetec-s-w-automatic-business-navi-fap/131140453,Stoffa,114.0 g/Km,,131140453,Sì,103075.0,"['Luci diurne', 'Sensore di luce']",MERCEDES BENZ,Sì,Classe C,"['Bluetooth', 'Interfaccia MP3', 'Kit vivavoce', 'Lettore CD', 'Navigatore satellitare', 'Sintonizzatore/Radio', 'Volante multifunzione']",4 o 5 porte,5 posti,,1,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,MERCEDES-BENZ C 220 BlueTEC S.W. Automatic Business NAVI FAP EURO 6,['Isofix (punti di ancoraggio seggiolino per bambini)'],"['Filtro antiparticolato', 'Garanzia']",automatico,169.0,125.0,Diesel,Febbraio,2015.0,20900
9,Airbag anteriori e laterali e di altro tipo,Panamera 3.6 4,['Cerchi in lega'],Berlina,3605 cm³,Euro 5,Climatizzatore automatico,Nero,Grigio,,7.3 l/100 km,9.6 l/100 km,/milano-porsche-panamera-3-6-4-pdk/128193938,Pelle integrale,225.0 g/Km,,128193938,Sì,140000.0,,PORSCHE,Sì,Panamera,,4 o 5 porte,4 posti,,,,,,Usato,PORSCHE Panamera 3.6 4 PDK,,,automatico,300.0,221.0,Benzina,Luglio,2010.0,29900
10,Airbag anteriori e laterali,-,['Cerchi in lega'],Berlina,999 cm³,Euro 5,Climatizzatore automatico,Bianco,Nero,,4.0 l/100 km,4.9 l/100 km,/rho-smart-fortwo-1000-62-kw-coupe-passion/130002402,Stoffa,114 g/Km,,130002402,Sì,126000.0,,SMART,Sì,Fortwo,,2 o 3 porte,2 posti,,1,,,,Usato,Smart forTwo 1000 84CV coupé pulseTURBO,,,automatico,84.0,62.0,Benzina,Ottobre,2008.0,3800
11,Airbag anteriori e laterali e di altro tipo,-,['Sedili sportivi'],Berlina,2143 cm³,Euro 5,Climatizzatore automatico,Nero,,"['Alzacristalli elettrico', 'Antifurto immobilizer', 'Chiusura centralizzata', 'Cruise control', 'Regolazione elettrica del sedile', 'Sensori di pioggia']",,,/abbiategrasso-infiniti-q50-2-2-diesel-sport/126256005,,,,126256005,Sì,198000.0,['Fari xenon'],INFINITI,Sì,Q50,,4 o 5 porte,5 posti,,,,,,Usato,INFINITI Q50 2.2 diesel Sport,,,manuale,169.0,125.0,Diesel,Aprile,2014.0,16900
12,Airbag anteriori e laterali e di altro tipo,Punto Evo 1.4 5p. Dynamic GPL,,Berlina,1368 cm³,Euro 4,Climatizzatore manuale,Giallo,,"['Alzacristalli elettrico', 'Chiusura centralizzata']",5.0 l/100 km,5.9 l/100 km,/bareggio-fiat-punto-evo-1-4-5-porte-dynamic-gpl/131582230,,139.0 g/Km,,131582230,Sì,200000.0,,FIAT,Sì,Punto Evo,,4 o 5 porte,5 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,FIAT Punto Evo 1.4 5 porte Dynamic GPL,,,manuale,77.0,57.0,GPL,Aprile,2010.0,3300
13,Airbag anteriori e laterali e di altro tipo,-,['Cerchi in lega'],Station Wagon,1560 cm³,Euro 4,Climatizzatore manuale,Blu,,,,,/milano-mini-clubman-mini-1-6-16v-cooper-d-pepper-clubman/130785794,,,,130785794,Sì,138800.0,,MINI,,Mini Clubman,,4 o 5 porte,5 posti,,,,,,Usato,MINI Clubman Mini 1.6 16V Cooper D Pepper Clubman,,,automatico,108.0,80.0,Diesel,Novembre,2008.0,5400
14,Airbag anteriori e laterali e di altro tipo,Juke 1.5 dCi S&S Acenta,['Cerchi in lega'],Altro,1461 cm³,Euro 6,Climatizzatore automatico,Bianco,Nero,,3.8 l/100 km,4.0 l/100 km,/robecco-sul-naviglio-nissan-juke-1-5-dci-start-stop-acenta/131306041,Stoffa,104.0 g/Km,,131306041,Sì,3437.0,,NISSAN,,Juke,,4 o 5 porte,5 posti,,,,,,Usato,NISSAN Juke 1.5 dCi Start&Stop Acenta,,,manuale,110.0,81.0,Diesel,Settembre,2017.0,13690
15,Airbag anteriori e laterali e di altro tipo,C 250 d Automatic Business,['Cerchi in lega'],Berlina,2143 cm³,Euro 6,Climatizzatore automatico,Bianco,Nero,,3.6 l/100 km,4.3 l/100 km,/milano-mercedes-benz-c-250-d-automatic-business/131426046,Stoffa,109.0 g/Km,,131426046,Sì,35472.0,,MERCEDES BENZ,,Classe C,,4 o 5 porte,5 posti,,1,,,,Usato,MERCEDES-BENZ C 250 d Automatic Business,,,automatico,203.0,150.0,Diesel,Maggio,2017.0,28000
16,Airbag conducente,-,['Cerchi in lega'],Berlina,898 cm³,Euro 6,,Bianco,,,3.6 l/100 km,4.1 l/100 km,/cassina-de-pecchi-smart-fortwo-90-0-9-turbo-twinamic-passion/122979522,,96 g/Km,,122979522,Sì,21000.0,,SMART,,Fortwo,,2 o 3 porte,2 posti,,,,,,Usato,Smart forTwo 90 0.9 Turbo twinamic Passion,,,4.1,89.0,66.0,Benzina,Dicembre,2016.0,10500
17,Airbag anteriori e laterali,-,['Cerchi in lega'],Station Wagon,1995 cm³,Euro 5,Climatizzatore automatico,Grigio,Beige,,4.2 l/100 km,5.1 l/100 km,/cologno-monzese-bmw-320-serie-3-f30-f31-xdrive-touring-luxury/131367727,Pelle integrale,133 g/Km,,131367727,Sì,100000.0,,BMW,Sì,Serie 3,,4 o 5 porte,5 posti,,1,,,,Usato,BMW 320 Serie 3 (F30/F31) xDrive Touring Luxury,,,automatico,183.0,135.0,Diesel,Dicembre,2014.0,17300
18,Airbag anteriori e laterali e di altro tipo,1.0 75 CV 3p. Ambition,,Berlina,999 cm³,Euro 5,,Argento,Grigio,"['Alzacristalli elettrico', 'Chiusura centralizzata']",4.0 l/100 km,4.7 l/100 km,/assago-skoda-citigo-1-0-75-cv-3-porte-ambition/130262829,Stoffa,108.0 g/Km,,130262829,Sì,70000.0,['Luci diurne'],SKODA,Sì,Citigo,"['Navigatore satellitare', 'Sintonizzatore/Radio']",2 o 3 porte,4 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,SKODA Citigo 1.0 75 CV 3 porte Ambition,,['Garanzia'],manuale,74.0,55.0,Benzina,Gennaio,2013.0,5900
19,Airbag anteriori e laterali e di altro tipo,Ypsilon 1.3 MJT 95 CV 5p. S&S Gold,,Berlina,1248 cm³,Euro 5,Climatizzatore manuale,Bianco,,"['Alzacristalli elettrico', 'Chiusura centralizzata']",3.2 l/100 km,3.8 l/100 km,/sesto-san-giovanni-lancia-ypsilon-1-3-mjt-16v-95-cv-5-porte-s-s-gold/131346220,,99.0 g/Km,,131346220,Sì,137000.0,,LANCIA,,Ypsilon,"['Lettore CD', 'Sintonizzatore/Radio']",4 o 5 porte,4 posti,,,,"['ABS', 'Controllo trazione', 'ESP', 'Servosterzo']",,Usato,LANCIA Ypsilon 1.3 MJT 16V 95 CV 5 porte S&S Gold,,"['Filtro antiparticolato', 'Garanzia']",manuale,95.0,70.0,Diesel,Gennaio,2014.0,6500
0,Airbag conducente,-,['Cerchi in lega'],Berlina,1560 cm³,Euro 4,Climatizzatore manuale,Grigio,,,4.0 l/100 km,4.5 l/100 km,/legnano-ford-fusion-1-6-tdci-5p-titanium/129246128,,119 g/Km,,129246128,Sì,175002.0,,FORD,Sì,Fusion,,4 o 5 porte,5 posti,,1,,,,Usato,Ford Fusion 1.6 TDCi 5p. Titanium,,,manuale,89.0,66.0,Diesel,Marzo,2010.0,3490
1,Airbag anteriori e laterali e di altro tipo,535d xDrive Touring Futura,['Cerchi in lega'],Station Wagon,2993 cm³,Euro 5,Climatizzatore automatico,Argento,Nero,,5.3 l/100 km,5.9 l/100 km,/milano-bmw-535-d-xdrive-touring-futura-sospensioni-attive-iva-esp/130501550,Pelle integrale,156.0 g/Km,,130501550,Sì,114000.0,,BMW,Sì,Serie 5,,4 o 5 porte,5 posti,,,,,,Usato,BMW 535 d xDrive Touring Futura*SOSPENSIONI ATTIVE*,,,automatico,312.0,230.0,Diesel,Novembre,2011.0,19890
2,Airbag anteriori e laterali e di altro tipo,CLA 200 CDI Executive,['Cerchi in lega'],Berlina,2143 cm³,Euro 6,Climatizzatore automatico,Nero,Nero,,3.4 l/100 km,4.1 l/100 km,/milano-mercedes-benz-cla-200-cdi-executive-navigatore-tagliandi/130190155,Pelle integrale,107.0 g/Km,,130190155,Sì,55635.0,,MERCEDES BENZ,Sì,Classe CLA,,4 o 5 porte,5 posti,,2,,,,Usato,MERCEDES-BENZ CLA 200 CDI Executive - Navigatore - Tagliandi Mercedes!,,,manuale,135.0,100.0,Diesel,Ottobre,2014.0,18900
3,Airbag anteriori e laterali,-,['Cerchi in lega'],Altro,1461 cm³,Euro 6,Climatizzatore manuale,Argento,,,3.9 l/100 km,4.1 l/100 km,/cologno-monzese-renault-scenic-scenic-dci-110-cv-start/130491431,,105 g/Km,,130491431,Sì,134000.0,,RENAULT,,Scenic,,4 o 5 porte,7 posti,,,,,,Usato,Renault Scenic Scénic dCi 110 CV Start,,,automatico,110.0,81.0,Diesel,Luglio,2016.0,9500
4,Airbag conducente,-,,Altro,2902 cm³,Euro 3,Climatizzatore manuale,Argento,,"['Alzacristalli elettrico', 'Antifurto immobilizer', 'Chiusura centralizzata']",6.2 l/100 km,7.8 l/100 km,/milano-kia-carnival-2-9-16v-crdi-cat-harmony-unico-proprietario/131516486,,208 g/Km,,131516486,Sì,160000.0,['Fendinebbia'],KIA,,Carnival,,4 o 5 porte,7 posti,,,,"['ABS', 'Servosterzo']",,Usato,Kia Carnival 2.9 16V CRDi cat Harmony UNICO PROPRIETARIO,,,manuale,144.0,106.0,Diesel,Novembre,2005.0,1700
5,,-,,Altro,2286 cm³,Euro 5,,Bianco,Grigio,['Alzacristalli elettrico'],,,/milano-iveco-daily-29l13v-2-3-hpt-pc-sl-tm-furgone/131073895,Stoffa,,,131073895,Sì,146849.0,,IVECO,,Daily,,4 o 5 porte,3 posti,,,,"['ABS', 'Servosterzo']",,Usato,IVECO Daily 29L13V 2.3 HPT PC-SL-TM Furgone,,"['Filtro antiparticolato', 'Garanzia']",manuale,126.0,93.0,Diesel,Dicembre,2012.0,10500
